ID	Sex	Length	Lat	Lon	NAFO	Region
Te14-2456	M	45.7	49.60166667	-66.9735	4T	Gulf of St. Lawrence
Te14-2496	F	53	49.62166667	-66.824	4T	Gulf of St. Lawrence
Te14-2455	M	47.6	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Te14-2439	M	48.8	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Te14-2493	M	33.6	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Te14-2438	F	63	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Te14-2673	F	30.2	49.9335	-66.794	4S	Gulf of St. Lawrence
Te14-2535	M	57.5	49.92283333	-65.4795	4S	Gulf of St. Lawrence
Te14-2541	F	73	49.92283333	-65.4795	4S	Gulf of St. Lawrence
Tel014-17006	M	75.1	48.33033333	-62.33383333	4T	Gulf of St. Lawrence
Tel014-17016	F	87.5	50.55983333	-57.9745	4R	Gulf of St. Lawrence
Tel014-17017	U	66.4	50.55983333	-57.9745	4R	Gulf of St. Lawrence
Tel014-17049	F	86.6	49.23816667	-63.52583333	4S	Gulf of St. Lawrence
Tel014-17099	M	51	49.98633333	-64.45883333	4S	Gulf of St. Lawrence
Tel014-17106	M	66.6	49.86816667	-63.32133333	4S	Gulf of St. Lawrence
Tel014-17107	F	145	49.778	-62.56933333	4S	Gulf of St. Lawrence
3Ps171010	M	100	47.53333333	-56.1666667	3Ps	Newfoundland & Grand Banks
3Ps171027	M	123	47.35	-56.23333333	3Ps	Newfoundland & Grand Banks
3Ps171032	F	124	47.53333333	-56.1666667	3Ps	Newfoundland & Grand Banks
5Ze1730	F	92	41.85	-69.8	5Ze	Gulf of Maine
5Ze1739	F	76	41.66667	-69.66666667	5Ze	Gulf of Maine
5Ze1744	F	90	41.7833333	-69.6166667	5Ze	Gulf of Maine
5Ze1745	F	98	41.71666667	-69.63333333	5Ze	Gulf of Maine
5Ze1753	M	87	41.73333	-69.73666667	5Ze	Gulf of Maine
5Ze1755	F	81	41.8	-69.66667	5Ze	Gulf of Maine
GoM18_34276	U	52	44.57	-67.31	5Y	Gulf of Maine
Gulf17039	F	129	48.79483333	-63.7265	4T	Gulf of St. Lawrence
Gulf17065	M	94.5	46.25425	-62.11786667	4T	Gulf of St. Lawrence
Gulf17066	M	100	46.25425	-62.11786667	4T	Gulf of St. Lawrence
Gulf17160	U	77	46.25705	-62.10771667	4T	Gulf of St. Lawrence
Gulf17169	U	113	46.25705	-62.10771667	4T	Gulf of St. Lawrence
Gulf17171	U	97	46.25705	-62.10771667	4T	Gulf of St. Lawrence
Gulf17257	F	88	47.25756667	-60.305	4T	Gulf of St. Lawrence
Gulf17258	M	88	47.25756667	-60.305	4T	Gulf of St. Lawrence
Gulf17400	U	74	46.69733333	-63.73416667	4T	Gulf of St. Lawrence
Gulf17352	U	92	48.84183333	-63.7405	4T	Gulf of St. Lawrence
NAFO_3NO18-32971	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
NAFO_3NO18-32975	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
NAFO_3NO18-32976	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
FC18_34250	U	NA	47.26124103	-45.11186923	3M	Flemish Cap
FC18_34251	U	NA	47.26124103	-45.11186923	3M	Flemish Cap
FC18_34252	U	NA	47.26124103	-45.11186923	3M	Flemish Cap
FC18_34253	U	NA	47.26124103	-45.11186923	3M	Flemish Cap
LLNS18_2630	M	110	44.5885	-56.7005	4VC	Scotian Shelf - East
LLNS18_2979	F	117	44.31433	-57.60517	4VC	Scotian Shelf - East
LLNS18_2981	U	85	44.42017	-57.5545	4VC	Scotian Shelf - East
LLNS18_2987	M	101	44.64317	-56.99783	4VC	Scotian Shelf - East
LLNS18_3078	F	98	44.63433	-56.60517	4VC	Scotian Shelf - East
Te14-2305	F	52.8	48.90783333	-68.505	4T	Gulf of St. Lawrence
Te14-2347	M	48.6	48.90783333	-68.505	4T	Gulf of St. Lawrence
Te14-2328	F	44.6	48.37633333	-69.04033333	4T	Gulf of St. Lawrence
Te14-2019	M	37.2	49.72733333	-64.99066667	4S	Gulf of St. Lawrence
Te14-2479	M	49.2	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Te14-2507	M	64.2	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Te14-2672	M	54.8	49.9335	-66.794	4S	Gulf of St. Lawrence
Te14-3466	M	80.1	49.83	-66.73583333	4S	Gulf of St. Lawrence
Te14-2567	F	55	50.06366667	-65.8125	4S	Gulf of St. Lawrence
Te14-2599	F	82.4	49.92283333	-65.4795	4S	Gulf of St. Lawrence
Te14-2522	M	72.7	49.92283333	-65.4795	4S	Gulf of St. Lawrence
Tel014-17005	M	67.6	48.33033333	-62.33383333	4T	Gulf of St. Lawrence
Tel014-17025	M	90.9	49.33883333	-59.15916667	4R	Gulf of St. Lawrence
Tel014-17111	M	53.1	49.86816667	-63.32133333	4S	Gulf of St. Lawrence
Tel014-17112	M	114	49.81233333	-61.4825	4S	Gulf of St. Lawrence
Tel014-17115	F	126	49.43	-60.92	4S	Gulf of St. Lawrence
Tel014-17121	F	43.6	49.86816667	-63.32133333	4S	Gulf of St. Lawrence
Tel014-17124	M	53	48.92216667	-62.06933333	4S	Gulf of St. Lawrence
3Ps17751	F	115	47.368283	-56.033483	3Ps	Newfoundland & Grand Banks
3Ps17755	U	110	47.368283	-56.033483	3Ps	Newfoundland & Grand Banks
5Ze1723	F	89	41.8	-69.6667	5Ze	Gulf of Maine
5Ze1733	F	84	41.7	-69.6667	5Ze	Gulf of Maine
5Ze1751	U	106	41.8	-69.75	5Ze	Gulf of Maine
5Ze1752	F	115	41.73333333	-69.58333333	5Ze	Gulf of Maine
5Ze1756	F	77.5	41.76666667	-69.61666667	5Ze	Gulf of Maine
GoM18_34268	U	78	43.82	-68.6	5Y	Gulf of Maine
GoM18_34278	U	73	44.61	-67.37	5Y	Gulf of Maine
Gulf17026	M	105	48.844	-63.74033333	4T	Gulf of St. Lawrence
Gulf17029	F	94	48.844	-63.74033333	4T	Gulf of St. Lawrence
Gulf17063	M	89.5	46.25425	-62.11786667	4T	Gulf of St. Lawrence
Gulf17168	U	83	46.25705	-62.10771667	4T	Gulf of St. Lawrence
Gulf17256	U	81	47.25756667	-60.305	4T	Gulf of St. Lawrence
Gulf17259	M	95	47.25756667	-60.305	4T	Gulf of St. Lawrence
Gulf17394	F	96	46.684	-63.72333333	4T	Gulf of St. Lawrence
Gulf17396	F	140	46.684	-63.72333333	4T	Gulf of St. Lawrence
Gulf17399	F	140	46.67766667	-63.78183333	4T	Gulf of St. Lawrence
Gulf17278	M	103	46.69733333	-63.73416667	4T	Gulf of St. Lawrence
NAFO_3NO18-32965	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
NAFO_3NO18-32973	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
FC18_34256	U	NA	47.26124103	-45.11186923	3M	Flemish Cap
LLNS18_2631	F	137	44.5885	-56.7005	4VC	Scotian Shelf - East
LLNS18_2635	M	105	44.5885	-56.7005	4VC	Scotian Shelf - East
LLNS18_2649	M	93	44.63433	-56.60517	4VC	Scotian Shelf - East
LLNS18_2669	F	114	44.31433	-57.60517	4VC	Scotian Shelf - East
LLNS18_2980	M	83	44.31433	-57.60517	4VC	Scotian Shelf - East
LLNS18_2984	U	74	44.42017	-57.5545	4VC	Scotian Shelf - East
LLNS18_2986	M	107	44.64317	-56.99783	4VC	Scotian Shelf - East
LLNS18_2993	M	113	44.64317	-56.99783	4VC	Scotian Shelf - East
Te14-2451	M	29.4	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Te14-2465	F	29.5	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Te14-2552	F	60	50.06366667	-65.8125	4S	Gulf of St. Lawrence
Te14-2569	F	55	50.06366667	-65.8125	4S	Gulf of St. Lawrence
Tel014-17008	M	68	48.1545	-61.46033333	4T	Gulf of St. Lawrence
Tel014-17114	F	140	49.43	-60.92	4S	Gulf of St. Lawrence
Tel014-17117	M	98.3	49.38333333	-60.62033333	4S	Gulf of St. Lawrence
3Ps17769	M	146	47.39194444	-56.03583333	3Ps	Newfoundland & Grand Banks
3Ps17990	F	143	47.35	-56.23333333	3Ps	Newfoundland & Grand Banks
5Ze1718	F	90	41.733333	-69.74166667	5Ze	Gulf of Maine
5Ze1719	F	96	41.75	-69.66667	5Ze	Gulf of Maine
5Ze1728	F	71	41.73333333	-69.6833333	5Ze	Gulf of Maine
5Ze1737	U	76	41.7	-69.65	5Ze	Gulf of Maine
5Ze1741	F	83	41.76666667	-69.61666667	5Ze	Gulf of Maine
5Ze1742	F	102	41.68333333	-69.71666667	5Ze	Gulf of Maine
5Ze1746	F	80	41.7833333	-69.633333	5Ze	Gulf of Maine
5Ze1747	U	83	41.71666667	-69.7	5Ze	Gulf of Maine
GoM18_34264	F	132	43.65	-70.13	5Y	Gulf of Maine
GoM18_34265	U	19	43.74	-69.69	5Y	Gulf of Maine
GoM18_34270	U	42	44.11	-68.3	5Y	Gulf of Maine
Gulf17027	U	87	48.844	-63.74033333	4T	Gulf of St. Lawrence
Gulf17040	U	89	48.79483333	-63.7265	4T	Gulf of St. Lawrence
Gulf17041	M	93	48.79483333	-63.7265	4T	Gulf of St. Lawrence
Gulf17043	F	111	48.79483333	-63.7265	4T	Gulf of St. Lawrence
Gulf17064	M	87	46.25425	-62.11786667	4T	Gulf of St. Lawrence
Gulf17172	U	111	46.25705	-62.10771667	4T	Gulf of St. Lawrence
Gulf17264	F	93	47.20181667	-60.53498333	4T	Gulf of St. Lawrence
Gulf17267	U	80	47.20181667	-60.53498333	4T	Gulf of St. Lawrence
Gulf17354	F	94	48.84183333	-63.7405	4T	Gulf of St. Lawrence
NAFO_3NO18-32961	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
NAFO_3NO18-32962	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
NAFO_3NO18-32963	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
NAFO_3NO18-32967	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
NAFO_3NO18-32972	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
FC18_34255	U	NA	47.26124103	-45.11186923	3M	Flemish Cap
FC18_34258	U	NA	47.26124103	-45.11186923	3M	Flemish Cap
LLNS18_2634	F	111	44.5885	-56.7005	4VC	Scotian Shelf - East
LLNS18_2663	F	86	44.26067	-57.87017	4VC	Scotian Shelf - East
LLNS18_2667	F	94	44.26067	-57.87017	4VC	Scotian Shelf - East
LLNS18_2668	M	102	44.26067	-57.87017	4VC	Scotian Shelf - East
LLNS18_2976	M	86	44.31433	-57.60517	4VC	Scotian Shelf - East
LLNS18_2989	M	109	44.64317	-56.99783	4VC	Scotian Shelf - East
LLNS18_2990	F	111	44.64317	-56.99783	4VC	Scotian Shelf - East
LLNS18_2994	F	124	44.64317	-56.99783	4VC	Scotian Shelf - East
LLNS18_3056	M	122	44.60617	-56.93833	4VC	Scotian Shelf - East
LLNS18_3141	U	91	45.06667	-56.73883	4VC	Scotian Shelf - East
LLNS18_3153	U	121	44.613	-56.8645	4VC	Scotian Shelf - East
LLNS18_3159	U	121	44.613	-56.8645	4VC	Scotian Shelf - East
Te14-2437	M	88	49.06866667	-67.04416667	4T	Gulf of St. Lawrence
Te14-2441	M	65.7	49.62166667	-66.824	4T	Gulf of St. Lawrence
Te14-2436	F	51.2	49.25566667	-67.922	4T	Gulf of St. Lawrence
Te14-2065	M	79.2	49.46916667	-66.16266667	4T	Gulf of St. Lawrence
Te14-2670	F	46	49.9335	-66.794	4S	Gulf of St. Lawrence
Te14-2671	M	31.4	49.9335	-66.794	4S	Gulf of St. Lawrence
Te14-2688	F	54.4	49.9335	-66.794	4S	Gulf of St. Lawrence
Te14-2521	F	67.2	49.92283333	-65.4795	4S	Gulf of St. Lawrence
Tel014-17001	M	58.4	48.33033333	-62.33383333	4T	Gulf of St. Lawrence
Tel014-17045	M	105	49.39866667	-64.06616667	4S	Gulf of St. Lawrence
3Ps17760	F	102	47.368283	-56.033483	3Ps	Newfoundland & Grand Banks
3Ps17763	F	130	47.368283	-56.033483	3Ps	Newfoundland & Grand Banks
3Ps17775	M	176	47.39194444	-56.03583333	3Ps	Newfoundland & Grand Banks
3Ps171006	M	131	47.53333333	-56.1666667	3Ps	Newfoundland & Grand Banks
5Ze1725	F	107	41.7833333	-69.6166667	5Ze	Gulf of Maine
5Ze1731	F	91	41.73333333	-69.66666667	5Ze	Gulf of Maine
5Ze1732	F	76	41.7	-69.6667	5Ze	Gulf of Maine
5Ze1734	U	93	41.8	-69.75	5Ze	Gulf of Maine
5Ze1735	U	110	41.75	-69.71666667	5Ze	Gulf of Maine
5Ze1740	F	88	41.7166667	-69.63333333	5Ze	Gulf of Maine
5Ze1743	U	91	41.7	-69.65	5Ze	Gulf of Maine
5Ze1748	M	82	41.7666667	-69.7333333	5Ze	Gulf of Maine
GoM18_34266	M	97	43.57	-69.14	5Y	Gulf of Maine
GoM18_34267	U	85	43.58	-69.04	5Y	Gulf of Maine
GoM18_34271	U	61	44.01	-68.36	5Y	Gulf of Maine
GoM18_34277	U	67	44.57	-67.31	5Y	Gulf of Maine
Gulf17030	U	88	48.844	-63.74033333	4T	Gulf of St. Lawrence
Gulf17156	M	110	46.25705	-62.10771667	4T	Gulf of St. Lawrence
