ID	Sex	Length	Lat	Lon	NAFO	Region
LLNS18_36864	F	136	44.613	-56.8645	4VC	Scotian Shelf - East
LLNS18_36871	F	122	44.63433	-56.60517	4VC	Scotian Shelf - East
LLNS18_36872	F	149	44.63433	-56.60517	4VC	Scotian Shelf - East
LLNS18_3213	F	105	43.33433	-62.69983	4WM	Scotian Shelf - Center
LLNS18_3215	M	110	43.33433	-62.69983	4WM	Scotian Shelf - Center
LLNS18_3663	F	91	43.415	-60.32033	4WG	Scotian Shelf - Center
LLNS18_3674	M	92	42.77883	-63.05617	4WL	Scotian Shelf - Center
Tel014-17004	F	51.3	48.33033333	-62.33383333	4T	Gulf of St. Lawrence
Tel014-17018	F	68	50.55983333	-57.9745	4R	Gulf of St. Lawrence
3Ps17752	F	121	47.368283	-56.033483	3Ps	Newfoundland & Grand Banks
3Ps17753	F	91	47.368283	-56.033483	3Ps	Newfoundland & Grand Banks
3Ps17754	M	94	47.368283	-56.033483	3Ps	Newfoundland & Grand Banks
3Ps17756	F	96	47.368283	-56.033483	3Ps	Newfoundland & Grand Banks
3Ps17773	M	108	47.5244444	-56.0858333	3Ps	Newfoundland & Grand Banks
3Ps17801	M	NA	47.5244444	-56.0858333	3Ps	Newfoundland & Grand Banks
3Ps17976	M	144	47.35	-56.23333333	3Ps	Newfoundland & Grand Banks
3Ps17981	M	132	47.35	-56.23333333	3Ps	Newfoundland & Grand Banks
3Ps17987	M	115	47.561399	-56.126562	3Ps	Newfoundland & Grand Banks
3Ps17989	M	112	47.561399	-56.126562	3Ps	Newfoundland & Grand Banks
3Ps171004	F	184	47.53333333	-56.1666667	3Ps	Newfoundland & Grand Banks
3Ps171005	M	137	47.53333333	-56.1666667	3Ps	Newfoundland & Grand Banks
5Ze1749	F	84	41.73333333	-69.6833333	5Ze	Gulf of Maine
5Ze1750	F	132	41.7	-69.76666667	5Ze	Gulf of Maine
5Ze1758	F	86	41.7666667	-69.783333	5Ze	Gulf of Maine
GoM18_34282	M	106	44.53	-67.4	5Y	Gulf of Maine
Gulf17279	M	121	46.69733333	-63.73416667	4T	Gulf of St. Lawrence
Gulf17_36968	U	130	50.459	-58.0135	4T	Gulf of St. Lawrence
NAFO_3NO18-32958	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
NAFO_3NO18-32966	U	NA	44.32230833	-51.12241944	3NO	Newfoundland & Grand Banks
LLNS18_36649	M	89	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_36693	F	127	44.80683	-52.3915	3OD	Newfoundland & Grand Banks
LLNS18_36697	F	96	44.80683	-52.3915	3OD	Newfoundland & Grand Banks
LLNS18_36705	F	177	44.80683	-52.3915	3OD	Newfoundland & Grand Banks
LLNS18_36723	M	104	45.68367	-55.77683	3PS	Newfoundland & Grand Banks
LLNS18_36727	M	88	45.68367	-55.77683	3PS	Newfoundland & Grand Banks
LLNS18_36729	M	105	45.68367	-55.77683	3PS	Newfoundland & Grand Banks
LLNS18_36735	U	87	45.83817	-56.63083	3PS	Newfoundland & Grand Banks
LLNS18_36743	F	127	46.01683	-56.5885	3PS	Newfoundland & Grand Banks
LLNS18_36760	F	123	45.05583	-56.53783	3PS	Newfoundland & Grand Banks
LLNS18_36789	U	94	47.54567	-58.5935	3PN	Gulf of St. Lawrence
LLNS18_36828	M	99	47.29817	-60.27317	4VN	Gulf of St. Lawrence
LLNS18_2638	M	112	44.5885	-56.7005	4VC	Scotian Shelf - East
LLNS18_2662	M	116	44.26067	-57.87017	4VC	Scotian Shelf - East
LLNS18_2997	M	101	44.60617	-56.93833	4VC	Scotian Shelf - East
LLNS18_3063	M	116	44.60617	-56.93833	4VC	Scotian Shelf - East
LLNS18_3069	F	145	44.613	-56.8645	4VC	Scotian Shelf - East
LLNS18_3176	F	151	44.64983	-56.81067	4VC	Scotian Shelf - East
LLNS18_36849	F	134	44.5885	-56.7005	4VC	Scotian Shelf - East
LLNS18_36877	F	103	44.64983	-56.81067	4VC	Scotian Shelf - East
LLNS18_2810	F	111	44.46917	-63.12967	4WK	Scotian Shelf - Center
LLNS18_3676	M	90	42.77883	-63.05617	4WL	Scotian Shelf - Center
LLNS18_3692	M	95	42.7755	-62.96967	4WL	Scotian Shelf - Center
LLNS18_3779	M	88	43.52383	-61.96383	4WL	Scotian Shelf - Center
LLNS18_3861	F	97	44.12217	-59.22783	4WG	Scotian Shelf - Center
LLNS18_4034	U	76	44.04933	-61.618	4WH	Scotian Shelf - Center
Tel014-17009	F	70.3	48.1545	-61.46033333	4T	Gulf of St. Lawrence
Tel014-17012	M	65.9	49.86466667	-59.60683333	4S	Gulf of St. Lawrence
Tel014-17014	M	53.7	50.54616667	-58.15483333	4R	Gulf of St. Lawrence
Tel014-17015	M	58.9	50.54616667	-58.15483333	4R	Gulf of St. Lawrence
Tel014-17113	M	43.7	49.631	-60.95533333	4S	Gulf of St. Lawrence
Tel014-17120	F	96	49.40533333	-59.95466667	4R	Gulf of St. Lawrence
3Ps17766	F	177	47.39194444	-56.03583333	3Ps	Newfoundland & Grand Banks
3Ps17815	M	116	47.39194444	-56.03583333	3Ps	Newfoundland & Grand Banks
3Ps17817	M	NA	47.39194444	-56.03583333	3Ps	Newfoundland & Grand Banks
3Ps17979	M	136	47.35	-56.23333333	3Ps	Newfoundland & Grand Banks
3Ps17995	M	120	47.561399	-56.126562	3Ps	Newfoundland & Grand Banks
3Ps171009	M	96	47.53333333	-56.1666667	3Ps	Newfoundland & Grand Banks
3Ps171029	M	98	47.35	-56.23333333	3Ps	Newfoundland & Grand Banks
5Ze178	F	80	41.7	-69.75	5Ze	Gulf of Maine
5Ze1711	U	76	41.7	-69.74	5Ze	Gulf of Maine
5Ze1754	F	89	41.75	-69.68333	5Ze	Gulf of Maine
GoM18_34273	U	22	44.39	-67.94	5Y	Gulf of Maine
GoM18_34274	U	18	44.43	-67.84	5Y	Gulf of Maine
GoM18_34279	U	93	44.65	-67.16	5Y	Gulf of Maine
Gulf17377	U	76	46.79316667	-60.99085	4T	Gulf of St. Lawrence
LLNS18_36616	F	82	44.82417	-50.50117	3NC	Newfoundland & Grand Banks
LLNS18_36630	M	104	43.68933	-52.20483	3OE	Newfoundland & Grand Banks
LLNS18_36632	F	87	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_36658	M	102	44.0595	-52.40917	3OD	Newfoundland & Grand Banks
LLNS18_36684	F	110	44.3595	-53.16533	3O	Newfoundland & Grand Banks
LLNS18_36725	M	82	45.68367	-55.77683	3PS	Newfoundland & Grand Banks
LLNS18_36730	F	92	45.68367	-55.77683	3PS	Newfoundland & Grand Banks
LLNS18_36731	M	95	45.68367	-55.77683	3PS	Newfoundland & Grand Banks
LLNS18_36744	F	126	46.01683	-56.5885	3PS	Newfoundland & Grand Banks
LLNS18_36752	F	119	46.01683	-56.5885	3PS	Newfoundland & Grand Banks
LLNS18_36768	F	93	45.05583	-56.53783	3PS	Newfoundland & Grand Banks
LLNS18_36773	F	133	45.05583	-56.53783	3PS	Newfoundland & Grand Banks
LLNS18_36774	M	88	45.05583	-56.53783	3PS	Newfoundland & Grand Banks
LLNS18_36780	M	84	45.2935	-55.2555	3PS	Newfoundland & Grand Banks
LLNS18_36781	F	104	45.2935	-55.2555	3PS	Newfoundland & Grand Banks
LLNS18_36808	F	133	47.17683	-58.585	3PN	Gulf of St. Lawrence
LLNS18_36815	M	96	47.22983	-58.33383	3PN	Gulf of St. Lawrence
LLNS18_2641	M	98	44.5885	-56.7005	4VC	Scotian Shelf - East
LLNS18_2642	F	137	44.5885	-56.7005	4VC	Scotian Shelf - East
LLNS18_2651	F	128	44.26067	-57.87017	4VC	Scotian Shelf - East
LLNS18_2977	F	106	44.31433	-57.60517	4VC	Scotian Shelf - East
LLNS18_2999	F	142	44.60617	-56.93833	4VC	Scotian Shelf - East
LLNS18_3064	F	150	44.60617	-56.93833	4VC	Scotian Shelf - East
LLNS18_3065	F	149	44.60617	-56.93833	4VC	Scotian Shelf - East
LLNS18_3175	M	113	44.64983	-56.81067	4VC	Scotian Shelf - East
LLNS18_36868	F	99	44.63433	-56.60517	4VC	Scotian Shelf - East
LLNS18_3698	M	83	42.987	-61.6465	4WL	Scotian Shelf - Center
LLNS18_4062	M	119	44.798	-61.27083	4WD	Scotian Shelf - Center
Te14-2494	F	47.2	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Tel014-17020	F	54	49.88583333	-58.344	4R	Gulf of St. Lawrence
Tel014-17050	F	43.9	49.17016667	-63.19983333	4S	Gulf of St. Lawrence
3Ps17768	M	144	47.39194444	-56.03583333	3Ps	Newfoundland & Grand Banks
3Ps17805	F	103	47.39194444	-56.03583333	3Ps	Newfoundland & Grand Banks
3Ps17984	M	132	47.35	-56.23333333	3Ps	Newfoundland & Grand Banks
3Ps17986	M	106	47.561399	-56.126562	3Ps	Newfoundland & Grand Banks
3Ps17993	M	91	47.561399	-56.126562	3Ps	Newfoundland & Grand Banks
3Ps171007	M	91	47.561399	-56.126562	3Ps	Newfoundland & Grand Banks
5Ze176	F	88	41.7	-69.75	5Ze	Gulf of Maine
5Ze1713	F	89	41.7166667	-69.734	5Ze	Gulf of Maine
5Ze1729	F	84	41.56781667	-69.64133333	5Ze	Gulf of Maine
5Ze1738	U	77	41.7	-69.65	5Ze	Gulf of Maine
5Ze1760	F	85	41.7	-69.66666667	5Ze	Gulf of Maine
5Ze1761	F	97	41.7	-69.75	5Ze	Gulf of Maine
5Ze1762	F	87	41.733333	-69.61666667	5Ze	Gulf of Maine
GoM18_34269	U	21	44.22	-68.32	5Y	Gulf of Maine
GoM18_34275	U	17	44.43	-67.84	5Y	Gulf of Maine
GoM18_34280	F	146	44.41	-67.39	5Y	Gulf of Maine
Gulf17044	F	147	48.79483333	-63.7265	4T	Gulf of St. Lawrence
Gulf17381	U	67	46.79316667	-60.99085	4T	Gulf of St. Lawrence
Gulf17355	M	94	48.84183333	-63.7405	4T	Gulf of St. Lawrence
Gulf17_36950	U	166	46.61058333	-62.13056667	4T	Gulf of St. Lawrence
Gulf17_36967	U	NA	46.35	-62.44	4T	Gulf of St. Lawrence
Gulf17_36973	U	NA	50.459	-58.0135	4T	Gulf of St. Lawrence
LLNS18_36647	M	102	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_36698	F	101	44.80683	-52.3915	3OD	Newfoundland & Grand Banks
LLNS18_36716	M	90	47.371	-57.78167	3PS	Newfoundland & Grand Banks
LLNS18_36726	M	87	45.68367	-55.77683	3PS	Newfoundland & Grand Banks
LLNS18_36736	M	92	45.872	-56.8245	3PS	Newfoundland & Grand Banks
LLNS18_36740	M	84	45.872	-56.8245	3PS	Newfoundland & Grand Banks
LLNS18_36747	F	138	46.01683	-56.5885	3PS	Newfoundland & Grand Banks
LLNS18_36763	F	110	45.05583	-56.53783	3PS	Newfoundland & Grand Banks
LLNS18_36767	F	118	45.05583	-56.53783	3PS	Newfoundland & Grand Banks
LLNS18_36819	M	86	47.22983	-58.33383	3PN	Gulf of St. Lawrence
LLNS18_2654	F	117	44.26067	-57.87017	4VC	Scotian Shelf - East
LLNS18_3165	M	103	44.613	-56.8645	4VC	Scotian Shelf - East
LLNS18_3969	F	95	44.20383	-59.02967	4VC	Scotian Shelf - East
LLNS18_3980	F	134	44.57983	-58.26367	4VC	Scotian Shelf - East
LLNS18_3212	F	87	43.33433	-62.69983	4WM	Scotian Shelf - Center
LLNS18_3222	M	85	43.26467	-62.58183	4WM	Scotian Shelf - Center
LLNS18_3228	M	95	43.92183	-62.14633	4WM	Scotian Shelf - Center
LLNS18_3229	F	105	43.92183	-62.14633	4WM	Scotian Shelf - Center
LLNS18_3777	F	95	43.52383	-61.96383	4WL	Scotian Shelf - Center
LLNS18_3780	M	83	43.52383	-61.96383	4WL	Scotian Shelf - Center
LLNS18_4026	F	122	44.90667	-61.0385	4WD	Scotian Shelf - Center
LLNS18_4029	M	81	44.04933	-61.618	4WH	Scotian Shelf - Center
LLNS18_4058	F	165	44.551	-60.8795	4WE	Scotian Shelf - Center
3N17_37164	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37166	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37167	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37172	U	NA	43	-49	3N	Newfoundland & Grand Banks
3L17_37177	U	NA	48	-49	3L	Newfoundland & Grand Banks
LLNS18_4094	F	91	43.25017	-65.46583	4XO	Scotian Shelf - West
LLNS18_2688	U	NA	47.2925	-60.274	4VN	Gulf of St. Lawrence
LLNS18_4083	F	160	43.319	-65.39517	4XO	Scotian Shelf - West
LLNS18_4078	M	100	47.2925	-60.274	4VN	Gulf of St. Lawrence
LLNS18_2832	U	78	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2680	F	103	47.287	-60.27567	4VN	Gulf of St. Lawrence
LLNS18_4079	M	88	47.2925	-60.274	4VN	Gulf of St. Lawrence
LLNS18_4091	F	107	43.319	-65.39517	4XO	Scotian Shelf - West
LLNS18_2834	U	67	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2679	U	NA	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2681	U	NA	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2677	U	NA	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2687	F	111	47.287	-60.27567	4VN	Gulf of St. Lawrence
LLNS18_2676	F	102	47.287	-60.27567	4VN	Gulf of St. Lawrence
LLNS18_2826	U	78	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2830	U	75	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_4098	F	126	43.25017	-65.46583	4XO	Scotian Shelf - West
LLNS18_3500	F	133	44.35167	-53.13567	3O	Newfoundland & Grand Banks
LLNS18_3449	F	112	44.61667	-53.9485	3O	Newfoundland & Grand Banks
LLNS18_3014	F	122	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_3450	F	115	44.61667	-53.9485	3O	Newfoundland & Grand Banks
LLNS18_3456	F	111	44.58567	-53.94733	3O	Newfoundland & Grand Banks
LLNS18_2619	F	111	44.58567	-53.94733	3O	Newfoundland & Grand Banks
LLNS18_3005	M	93	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_2622	F	94	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_3023	M	100	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_2607	U	100	43.90517	-52.57717	3OE	Newfoundland & Grand Banks
LLNS18_3504	F	123	44.39133	-52.2645	3OD	Newfoundland & Grand Banks
LLNS18_2603	U	120	43.90517	-52.57717	3OE	Newfoundland & Grand Banks
LLNS18_3503	F	103	44.39133	-52.2645	3OD	Newfoundland & Grand Banks
LLNS18_3524	F	139	45.61267	-55.68933	3PS	Newfoundland & Grand Banks
Te14-2921	F	105.5	49.96683333	-65.19816667	4S	Gulf of St. Lawrence
Te14-2909	M	60.5	49.96683333	-65.19816667	4S	Gulf of St. Lawrence
Te14-2923	M	39.4	49.92583333	-65.07366667	4S	Gulf of St. Lawrence
Te14-2867	M	50.1	49.96683333	-65.19816667	4S	Gulf of St. Lawrence
Te14-3098	M	65.3	49.86816667	-63.32133333	4S	Gulf of St. Lawrence
Te14-1424	M	107	48.41566667	-60.01433333	4S	Gulf of St. Lawrence
Te14-3123	M	80	49.86816667	-63.32133333	4S	Gulf of St. Lawrence
LLNS18_2906	F	137	45.61267	-55.68933	3PS	Newfoundland & Grand Banks
LLNS18_2909	F	128	45.61267	-55.68933	3PS	Newfoundland & Grand Banks
LLNS18_2912	F	120	45.61267	-55.68933	3PS	Newfoundland & Grand Banks
LLNS18_2921	F	125	45.6215	-55.727	3PS	Newfoundland & Grand Banks
LLNS18_3531	M	111	45.6215	-55.727	3PS	Newfoundland & Grand Banks
3N17_37163	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37165	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37168	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37169	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37170	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37171	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37173	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37174	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37175	U	NA	43	-49	3N	Newfoundland & Grand Banks
3N17_37176	U	NA	43	-49	3N	Newfoundland & Grand Banks
3K17_37178	U	NA	50	-49	3K	Newfoundland & Grand Banks
3K17_37180	U	NA	50	-49	3K	Newfoundland & Grand Banks
LLNS18_2835	U	78	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2682	U	NA	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2685	U	NA	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_4090	F	109	43.319	-65.39517	4XO	Scotian Shelf - West
LLNS18_2678	U	NA	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2684	U	74	47.287	-60.27567	4VN	Gulf of St. Lawrence
LLNS18_2831	U	71	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2700	U	NA	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2827	U	60	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2829	U	63	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_2828	U	57	47.28417	-60.27333	4VN	Gulf of St. Lawrence
LLNS18_4099	F	99	43.25017	-65.46583	4XO	Scotian Shelf - West
LLNS18_3498	F	112	44.35167	-53.13567	3O	Newfoundland & Grand Banks
LLNS18_3481	F	102	44.3595	-53.16533	3O	Newfoundland & Grand Banks
LLNS18_2601	U	98	43.90517	-52.57717	3OE	Newfoundland & Grand Banks
LLNS18_3497	M	121	44.35167	-53.13567	3O	Newfoundland & Grand Banks
LLNS18_2618	F	114	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_3018	F	146	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_2615	F	117	43.68933	-52.20483	3OE	Newfoundland & Grand Banks
LLNS18_3003	F	131	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_2605	M	106	43.90517	-52.57717	3OE	Newfoundland & Grand Banks
LLNS18_3001	F	114	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_2612	F	99	43.68933	-52.20483	3OE	Newfoundland & Grand Banks
LLNS18_2602	U	119	43.90517	-52.57717	3OE	Newfoundland & Grand Banks
LLNS18_3009	F	105	43.726	-52.314	3OE	Newfoundland & Grand Banks
LLNS18_2611	U	110	43.90517	-52.57717	3OE	Newfoundland & Grand Banks
LLNS18_2609	U	88	43.90517	-52.57717	3OE	Newfoundland & Grand Banks
Te14-2511	M	61	49.60166667	-66.9735	4T	Gulf of St. Lawrence
Te14-2373	F	48.5	49.76883333	-66.9355	4S	Gulf of St. Lawrence
Te14-2870	F	105.2	49.96683333	-65.19816667	4S	Gulf of St. Lawrence
Te14-2881	F	42	49.96683333	-65.19816667	4S	Gulf of St. Lawrence
Te14-1613	M	125.2	48.165	-60.40316667	4S	Gulf of St. Lawrence
Te14-3264	F	97.6	49.778	-62.56933333	4S	Gulf of St. Lawrence
Te14-3112	M	52.1	49.90366667	-62.98233333	4S	Gulf of St. Lawrence
LLNS18_2903	M	101	45.61267	-55.68933	3PS	Newfoundland & Grand Banks
LLNS18_2904	F	136	45.61267	-55.68933	3PS	Newfoundland & Grand Banks
